["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Bradyrhizobiaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Hyphomicrobiaceae", "g__Rhodoplanes", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Methylocystaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Beijerinckiaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Methylobacteriaceae", "g__Methylobacterium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Bradyrhizobiaceae", "g__Afipia", "s__Afipia genosp. 1"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Rhodobiaceae", "g__Rhodobium", "s__Rhodobium orientis"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Rhizobiaceae", "g__Shinella", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Rhizobiaceae", "g__Rhizobium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Rhizobiaceae", "g__Agrobacterium", "s__Agrobacterium vitis"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhizobiales", "f__Methylocystaceae", "g__Methylopila", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Caulobacterales", "f__Caulobacteraceae", "g__Phenylobacterium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Caulobacterales", "f__Caulobacteraceae", "g__Caulobacter", "s__Caulobacter fusiformis"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Caulobacterales", "f__Caulobacteraceae", "g__Phenylobacterium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Caulobacterales", "f__Caulobacteraceae", "g__Asticcacaulis", "s__Asticcacaulis excentricus"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Caulobacterales", "f__Caulobacteraceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Sulfitobacter", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Paracoccus", "s__Paracoccus marcusii"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Paracoccus", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Rhodobacter", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Rhodobacter", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Amaricoccus", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Amaricoccus", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__Rhodobacter", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Rhodobacteraceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rhodobacterales", "f__Hyphomonadaceae", "g__Hyphomonas", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rickettsiales", "f__Rickettsiaceae", "g__Rickettsia", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rickettsiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Rickettsiales", "f__Rickettsiaceae", "g__Wolbachia", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__Sphingobium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__Sphingobium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__Sphingomonas", "s__Sphingomonas wittichii"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__Sphingomonas", "s__Caulobacter leidyia"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__Blastomonas", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__Novosphingobium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__Sphingomonadaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Alphaproteobacteria", "o__Sphingomonadales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Neisseriales", "f__Neisseriaceae", "g__Vogesella", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Neisseriales", "f__Neisseriaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Neisseriales", "f__Neisseriaceae", "g__Neisseria", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Hydrogenophilales", "f__Hydrogenophilaceae", "g__Hydrogenophilus", "s__Hydrogenophilus thermoluteolus"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__Azonexus", "s__Azonexus fungiphilus"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__Rhodocyclus", "s__Rhodocyclus tenuis"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__Rhodocyclus", "s__Rhodocyclus tenuis"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__Rhodocyclus", "s__Rhodocyclus tenuis"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__Rhodocyclus", "s__Rhodocyclus tenuis"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Rhodocyclales", "f__Rhodocyclaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Alcaligenaceae", "g__Sutterella", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Alcaligenaceae", "g__Alcaligenes", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Alcaligenaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Alcaligenaceae", "g__Bordetella", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Alcaligenaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__Comamonas", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__Comamonas", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__Comamonas", "s__Comamonas terrigena"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__Hylemonella", "s__Hylemonella gracilis"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__Curvibacter", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Comamonadaceae", "g__Simplicispira", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__", "g__Ideonella", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__", "g__Sphaerotilus", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__", "g__Aquabacterium", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__", "g__Leptothrix", "s__Leptothrix discophora"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Burkholderiaceae", "g__Pandoraea", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Oxalobacteraceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Oxalobacteraceae", "g__Herbaspirillum", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Oxalobacteraceae", "g__Massilia", "s__Massilia timonae"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Oxalobacteraceae", "g__Massilia", "s__Massilia timonae"]
["k__Bacteria", "p__Proteobacteria", "c__Betaproteobacteria", "o__Burkholderiales", "f__Burkholderiaceae", "g__Cupriavidus", "s__Cupriavidus basilensis"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Chromatiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Chromatiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Chromatiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Chromatiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Chromatiales", "f__Sinobacteraceae", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Chromatiales", "f__", "g__", "s__"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Cardiobacteriales", "f__Cardiobacteriaceae", "g__Cardiobacterium", "s__Cardiobacterium valvarum"]
["k__Bacteria", "p__Proteobacteria", "c__Gammaproteobacteria", "o__Cardiobacteriales", "f__Cardiobacteriaceae", "g__Dichelobacter", "s__"]
